지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),적설(cm),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C)
108,서울,2021-04-26 18:00,18.7,,3.2,270,47,1009.2,,,20.3,20.6,19.3
108,서울,2021-04-26 19:00,17.5,,3.2,270,50,1009.4,,,17.6,20,19.1
108,서울,2021-04-26 20:00,16.6,,2.2,270,55,1009.7,,,16.2,19.3,18.7
108,서울,2021-04-26 21:00,16.2,,1.8,340,60,1010.1,,,15.7,18.8,18.3
108,서울,2021-04-26 22:00,15.3,,1.7,270,71,1010.3,,,14.7,18.3,18
108,서울,2021-04-26 23:00,14.4,,2.4,270,76,1010.6,,,14.6,17.9,17.6
108,서울,2021-04-27 00:00,13.8,,.2,0,75,1010.5,,,13.2,17.6,17.3
108,서울,2021-04-27 01:00,13.2,,1.8,270,75,1010.4,,,12.5,17.1,17
108,서울,2021-04-27 02:00,13,,.8,360,77,1009.9,,,12.5,16.7,16.6
108,서울,2021-04-27 03:00,13,,.6,20,75,1009.3,,,12.2,16.5,16.4
108,서울,2021-04-27 04:00,12.6,,2.1,250,69,1009.4,,,11.4,16.2,16.1
108,서울,2021-04-27 05:00,12.6,,1.9,270,66,1009.5,,,11.9,15.9,15.9
108,서울,2021-04-27 06:00,12.6,,.7,230,65,1009.3,,,12.2,15.8,15.6
108,서울,2021-04-27 07:00,13.1,,.8,270,64,1009,,,13.5,15.7,15.5
108,서울,2021-04-27 08:00,13.7,0,1.4,270,62,1009.1,,01,15,15.8,15.4
108,서울,2021-04-27 09:00,14.3,,1.1,290,58,1008.8,,,16.2,16,15.5
108,서울,2021-04-27 10:00,15.6,,2.3,250,55,1008.9,,,19.9,16.4,15.6
108,서울,2021-04-27 11:00,16.6,,1,200,53,1008.6,,,21.9,16.9,15.9
108,서울,2021-04-27 12:00,17.1,,2.6,200,50,1008.5,,,20.7,17.7,16.3
108,서울,2021-04-27 13:00,18.4,,2.3,180,46,1007.4,,,25.7,18.3,16.7
108,서울,2021-04-27 14:00,19.2,,3,200,44,1006.4,,,28.7,19,17.2
108,서울,2021-04-27 15:00,19.6,,2.9,230,39,1005.6,,,25.6,19.6,17.7
108,서울,2021-04-27 16:00,18.2,,4.4,250,47,1005.5,,,20.5,19.3,17.9
108,서울,2021-04-27 17:00,17.2,,3.4,230,51,1005.7,,,18.7,18.9,17.9
108,서울,2021-04-27 18:00,16.5,0,4.2,230,52,1006,,01,17.3,18.5,17.7
108,서울,2021-04-27 19:00,15.8,0,4,200,58,1005.8,,01,16.2,18.1,17.5
108,서울,2021-04-27 20:00,15.5,,2.6,200,62,1006,,,15.6,17.8,17.2
108,서울,2021-04-27 21:00,15.4,0,3.1,230,72,1006.1,,01,15,17.5,17
108,서울,2021-04-27 22:00,15.3,0,3.5,200,72,1006.3,,01,14.3,17.2,16.8
108,서울,2021-04-27 23:00,15,0,3.5,200,76,1005.7,,01,14.4,17.1,16.6
108,서울,2021-04-28 00:00,14.4,1.7,3.4,200,88,1006,,1901,13.9,16.9,16.5
108,서울,2021-04-28 01:00,13.7,4.7,4.6,230,94,1005.9,,1901,14,16.6,16.3
108,서울,2021-04-28 02:00,13.4,0,2.8,230,95,1006,,1901,13.9,16.4,16.1
108,서울,2021-04-28 03:00,12.9,,2.9,250,90,1006.8,,19,13.2,16.2,15.9
108,서울,2021-04-28 04:00,12.3,,2.4,230,88,1006.3,,19,12.6,16,15.7
108,서울,2021-04-28 05:00,11.8,,2.2,250,87,1006.2,,19,11.9,15.7,15.5
108,서울,2021-04-28 06:00,11.3,,1.5,230,88,1006.6,,19,11.3,15.4,15.3
108,서울,2021-04-28 07:00,11.4,,2.9,200,88,1007,,19,12.6,15.2,15
108,서울,2021-04-28 08:00,11.9,,3.4,250,86,1007.5,,19,14.3,15.2,14.9
108,서울,2021-04-28 09:00,12.9,,1.8,250,81,1007,,19,17.2,15.5,14.9
108,서울,2021-04-28 10:00,13.7,,2.2,230,76,1007.2,,19,18.7,16,15.2
108,서울,2021-04-28 11:00,14.9,,2.7,200,72,1007.1,,19,22.1,16.7,15.6
108,서울,2021-04-28 12:00,16.6,,2.6,200,66,1006.8,,19,25.4,17.7,16.1
108,서울,2021-04-28 13:00,17.3,,3.1,200,56,1006.3,,,24.1,18.7,16.9
108,서울,2021-04-28 14:00,17.9,,2.8,270,54,1006.3,,,23.9,19.2,17.5
108,서울,2021-04-28 15:00,17.8,,3.7,270,44,1005.8,,,22.2,19.5,17.8
108,서울,2021-04-28 16:00,17.7,,2.4,200,43,1005.2,,,20.4,19.5,18
108,서울,2021-04-28 17:00,17.1,,3,180,42,1005,,,18,19.3,18.1
108,서울,2021-04-28 18:00,17.2,,3,200,40,1004.7,,,16.4,19.1,18
108,서울,2021-04-28 19:00,16.1,,1.6,200,37,1004.4,,,14,18.7,17.9
108,서울,2021-04-28 20:00,14.8,,.9,230,44,1004.4,,,12.8,17.9,17.5
108,서울,2021-04-28 21:00,14.2,,.3,0,48,1004.7,,,12.7,17.2,16.9
108,서울,2021-04-28 22:00,13.9,,1.2,270,52,1004.6,,,12.5,16.7,16.5
108,서울,2021-04-28 23:00,14,,1.7,290,53,1004.3,,,12.2,16.3,16.2
108,서울,2021-04-29 00:00,13.4,,1.4,290,56,1003.8,,,11.8,16,15.9
108,서울,2021-04-29 01:00,12.6,,.5,360,58,1002.9,,,10.8,15.7,15.6
108,서울,2021-04-29 02:00,11.9,,1.1,340,58,1002,,,10.8,15.3,15.2
108,서울,2021-04-29 03:00,11.7,,1.3,20,62,1001,,,10.8,15,14.9
108,서울,2021-04-29 04:00,11.4,,2.4,20,63,1000.3,,,10.7,14.7,14.7
108,서울,2021-04-29 05:00,11.2,,2.3,50,62,999.8,,,10.3,14.6,14.5
108,서울,2021-04-29 06:00,11,,2.1,70,63,999.1,,,10.4,14.4,14.3
108,서울,2021-04-29 07:00,11.6,,2.6,50,61,998.9,,,11.4,14.3,14.1
108,서울,2021-04-29 08:00,13,,2.8,50,60,997.9,,,13.4,14.3,14.1
108,서울,2021-04-29 09:00,13.1,,2.5,50,58,997.2,,,12.9,14.5,14.1
108,서울,2021-04-29 10:00,14.7,0,4.7,50,51,996.6,,01,14.8,14.7,14.2
108,서울,2021-04-29 11:00,14.9,0,2.8,50,49,996.9,,01,17.4,14.8,14.2
108,서울,2021-04-29 12:00,16.1,0,3.1,20,42,996,,01,19.6,15.3,14.4
108,서울,2021-04-29 13:00,16.9,0,2.3,50,43,995.7,,01,20.9,16,14.9
108,서울,2021-04-29 14:00,18.7,,3.1,50,40,994.7,,,29.2,17.2,15.4
108,서울,2021-04-29 15:00,19.2,,1.9,70,37,994.2,,,29.9,18.5,16.3
108,서울,2021-04-29 16:00,19.7,,2.5,360,35,993.2,,,27.9,19.3,17.1
108,서울,2021-04-29 17:00,19.6,,1,90,35,993.2,,,22.8,19.5,17.6
108,서울,2021-04-29 18:00,18.7,,1.5,250,35,993.2,,,19,19.2,17.8
108,서울,2021-04-29 19:00,17.6,,3.7,230,39,993.4,,,16.4,18.7,17.7
108,서울,2021-04-29 20:00,16.5,,2.5,250,43,993.2,,,15,18.1,17.4
108,서울,2021-04-29 21:00,15.7,,2.2,200,50,993.2,,,14.1,17.5,17.1
108,서울,2021-04-29 22:00,15.5,,3.3,200,51,993,,,13.8,17.1,16.7
108,서울,2021-04-29 23:00,12.6,.5,3.4,200,77,993.4,,1901,12.7,16.7,16.4
108,서울,2021-04-30 00:00,11.5,3.4,1.4,110,86,992.4,,1901,12.3,16.2,16.1
108,서울,2021-04-30 01:00,11.2,2.5,2.1,50,91,991.2,,1901,12.2,15.7,15.7
108,서울,2021-04-30 02:00,10.4,3.6,2.8,50,90,989.6,,1901,11.4,15.3,15.3
108,서울,2021-04-30 03:00,9.4,7.6,4.2,340,89,989.4,,1901,10.3,14.3,14.8
108,서울,2021-04-30 04:00,8.7,8.3,2.6,340,89,990.4,,1901,9.8,13.4,14
108,서울,2021-04-30 05:00,8.8,3.5,1.2,200,93,990.5,,1901,10.1,13.2,13.5
108,서울,2021-04-30 06:00,8.9,.5,2.4,320,93,991.1,,1901,10.2,13.2,13.3
108,서울,2021-04-30 07:00,8.9,.3,2,290,95,992.2,,01,10.7,13.2,13.2
108,서울,2021-04-30 08:00,9.1,0,2.2,270,93,992.7,,01,11.4,13.2,13.1
108,서울,2021-04-30 09:00,9.9,0,1.9,270,90,993.5,,01,13.7,13.4,13.1
108,서울,2021-04-30 10:00,11.2,0,1.5,290,83,993.8,,01,20.4,13.9,13.3
108,서울,2021-04-30 11:00,12.7,,2.2,270,73,994.4,,,18.3,14.7,13.7
108,서울,2021-04-30 12:00,14.1,,2.1,180,67,994.4,,,21.5,15.5,14.2
108,서울,2021-04-30 13:00,13.6,,3,200,69,994.9,,,16.8,16.2,14.8
108,서울,2021-04-30 14:00,13.8,,2.8,180,71,995.1,,,17.5,16.3,15.2
108,서울,2021-04-30 15:00,12.6,,4.2,230,75,995.7,,,14.7,16.3,15.3
108,서울,2021-04-30 16:00,13.2,0,2.1,270,75,995.6,,01,16.7,16.1,15.3
108,서울,2021-04-30 17:00,13.2,,3.4,200,73,995.8,,,15.3,16.2,15.3
108,서울,2021-04-30 18:00,12.7,,4,200,78,996.6,,,14.1,16.1,15.3
108,서울,2021-04-30 19:00,12.3,,2.3,200,78,996.9,,19,13.2,15.8,15.2
108,서울,2021-04-30 20:00,11.9,,3,200,81,997,,19,12.6,15.6,15
108,서울,2021-04-30 21:00,11.7,,2.1,200,81,997.4,,19,12.4,15.3,14.8
108,서울,2021-04-30 22:00,11.3,,2.2,180,82,997.2,,19,11.8,15.1,14.7
108,서울,2021-04-30 23:00,11,,1.6,180,83,997,,,11.6,14.9,14.5
108,서울,2021-05-01 00:00,10.8,,.3,0,81,996.1,,,11.2,14.6,14.3
108,서울,2021-05-01 01:00,10.8,,2.3,270,83,996.5,,,11.3,14.4,14.1
108,서울,2021-05-01 02:00,10.5,,1.8,250,82,995.6,,,11,14.2,13.9
108,서울,2021-05-01 03:00,10.2,,1.9,270,82,994.4,,,10.8,14.1,13.8
108,서울,2021-05-01 04:00,10.2,,2,270,83,994.3,,19,10.6,13.9,13.6
108,서울,2021-05-01 05:00,9.9,0,2,270,90,993.9,,1901,10.6,13.8,13.5
108,서울,2021-05-01 06:00,9.6,.2,2.4,270,90,993.4,,1901,10.4,13.6,13.4
108,서울,2021-05-01 07:00,9.8,0,2.4,270,90,994.2,,1901,11.3,13.5,13.2
108,서울,2021-05-01 08:00,10.4,.1,1.6,250,89,994.4,,1901,13.4,13.6,13.2
108,서울,2021-05-01 09:00,11.2,0,3.1,250,76,994.4,,01,15.2,13.8,13.2
108,서울,2021-05-01 10:00,11.1,0,3,270,79,994.4,,01,14.3,14.1,13.5
108,서울,2021-05-01 11:00,12,0,1.8,250,65,994.4,,01,16.4,14.3,13.6
108,서울,2021-05-01 12:00,13.5,,3.6,270,50,994.1,,,19.7,14.8,13.8
108,서울,2021-05-01 13:00,15.2,,3.4,250,49,993.8,,,25.5,15.7,14.3
108,서울,2021-05-01 14:00,11.7,1.4,1.3,340,66,994,,01,16.7,16.5,15
108,서울,2021-05-01 15:00,9.3,4.5,4.2,250,86,994.7,,1901,12.7,15.7,15
108,서울,2021-05-01 16:00,10,.8,3.6,270,87,994.6,,1901,15.4,15.2,14.7
108,서울,2021-05-01 17:00,10.4,.3,3,290,84,994.9,,01,14.9,15.2,14.6
108,서울,2021-05-01 18:00,9.9,0,3,250,84,995.4,,01,12.7,15.1,14.5
108,서울,2021-05-01 19:00,9.8,0,3.2,270,78,996.1,,01,11.6,14.8,14.4
108,서울,2021-05-01 20:00,9.7,,2.9,270,78,997.1,,,10.8,14.6,14.2
108,서울,2021-05-01 21:00,9.2,,1.5,290,87,998.2,,,10.9,14.2,14
108,서울,2021-05-01 22:00,8.8,.2,2.7,290,91,998.8,,01,10.5,14,13.7
108,서울,2021-05-01 23:00,8.6,.2,2.6,320,92,999.4,,01,10.4,13.8,13.5
108,서울,2021-05-02 00:00,8.5,.3,2.1,320,91,999.9,,01,10.2,13.5,13.3
108,서울,2021-05-02 01:00,7.8,.7,3.8,320,93,1000.3,,01,9.5,13.3,13.1
108,서울,2021-05-02 02:00,7.8,1,3.2,320,96,1000.5,,01,9.3,13,12.9
108,서울,2021-05-02 03:00,7.8,0,3.9,320,93,1001.2,,01,8.5,12.8,12.7
108,서울,2021-05-02 04:00,7.9,,3.4,320,92,1001.7,,,8.4,12.5,12.5
108,서울,2021-05-02 05:00,7.6,,2.7,320,92,1002.5,,,7.8,12.4,12.3
108,서울,2021-05-02 06:00,7.4,,2.2,290,90,1003.5,,,7.6,12.1,12.1
108,서울,2021-05-02 07:00,7.6,,1.1,340,89,1004.5,,,8.9,12,11.9
108,서울,2021-05-02 08:00,8.6,,2.3,290,85,1005.4,,,12.6,12.1,11.8
108,서울,2021-05-02 09:00,10.5,,1.4,250,78,1006.3,,,18.9,12.5,12
108,서울,2021-05-02 10:00,12.3,,3.4,270,69,1006.7,,,22.7,13.3,12.4
108,서울,2021-05-02 11:00,14,,3.8,270,59,1006.7,,,26.4,14.4,13.1
108,서울,2021-05-02 12:00,15.6,,3.2,270,53,1006.8,,,28.6,15.6,13.9
108,서울,2021-05-02 13:00,17,,2.7,270,50,1006.7,,,29.5,16.8,14.7
108,서울,2021-05-02 14:00,17.9,,3.1,250,46,1006.5,,,27.7,17.9,15.6
108,서울,2021-05-02 15:00,18.5,,3.7,230,46,1006.5,,,28.3,18.7,16.4
108,서울,2021-05-02 16:00,18.4,,3.8,270,52,1006.5,,,25,19.1,17
108,서울,2021-05-02 17:00,17.8,,4.3,270,46,1006.7,,,19.3,19.2,17.4
108,서울,2021-05-02 18:00,16.1,,5.2,270,46,1006.9,,,15.1,18.9,17.5
108,서울,2021-05-02 19:00,14.8,,3.3,270,54,1007,,,13.6,18.3,17.3
108,서울,2021-05-02 20:00,13.4,,2.7,270,57,1007.5,,,12.1,17.5,16.9
108,서울,2021-05-02 21:00,12.6,,3,270,64,1008.6,,,11.3,16.8,16.4
108,서울,2021-05-02 22:00,11.9,,2.4,250,67,1008.9,,,10.7,16.2,15.9
108,서울,2021-05-02 23:00,11.3,,2.6,230,68,1009.4,,,10.1,15.7,15.5
108,서울,2021-05-03 00:00,10.8,,2.5,250,73,1009.5,,,9.8,15.2,15.1
108,서울,2021-05-03 01:00,10.2,,1.5,230,78,1009.1,,,9.4,14.8,14.7
108,서울,2021-05-03 02:00,9.5,,1.8,110,83,1008.1,,,8.9,14.3,14.3
108,서울,2021-05-03 03:00,9,,1,200,83,1008.6,,,8.5,14,14
108,서울,2021-05-03 04:00,8.9,,1.5,250,84,1008.9,,,8.4,13.6,13.7
108,서울,2021-05-03 05:00,8.8,,1.5,250,85,1008.9,,,8.1,13.3,13.4
108,서울,2021-05-03 06:00,8.4,,1,230,86,1009.1,,,8.1,13.1,13.1
108,서울,2021-05-03 07:00,8.8,,.7,230,85,1009.7,,,9.4,12.9,12.9
108,서울,2021-05-03 08:00,10.9,,1.2,20,78,1009.9,,,14.9,13,12.8
108,서울,2021-05-03 09:00,12.8,,1.5,230,65,1009.8,,,20.1,13.5,12.9
108,서울,2021-05-03 10:00,14.5,,2.4,200,57,1009.5,,,24,14.5,13.4
108,서울,2021-05-03 11:00,16.2,,2.6,180,48,1009.3,,,26.7,15.8,14.2
108,서울,2021-05-03 12:00,17.9,,2.2,200,39,1008.2,,,29,17.2,15.1
108,서울,2021-05-03 13:00,18.8,,3.3,200,33,1007.7,,,29.6,18.5,16.1
108,서울,2021-05-03 14:00,19.4,,2.9,200,32,1007.2,,,29.5,19.6,17.1
108,서울,2021-05-03 15:00,19.8,,3,200,32,1006.3,,,27.9,20.3,17.8
108,서울,2021-05-03 16:00,19.8,,3.8,290,30,1006,,,26,20.6,18.4
108,서울,2021-05-03 17:00,19.5,,3.7,250,36,1005.8,,,20.5,20.5,18.7
108,서울,2021-05-03 18:00,17.9,,2.9,250,41,1005.3,,,17.2,20,18.7
108,서울,2021-05-03 19:00,16.6,,3.2,250,44,1005.5,,,15.2,19.4,18.4
108,서울,2021-05-03 20:00,15.2,,2.1,270,49,1006.1,,,13.6,18.7,18
108,서울,2021-05-03 21:00,14.2,,2.1,270,51,1006.4,,,12.7,18,17.5
108,서울,2021-05-03 22:00,13.5,,1.8,270,54,1006.8,,,12.1,17.3,17
108,서울,2021-05-03 23:00,12.9,,1.9,270,60,1007.1,,,11.5,16.8,16.6
108,서울,2021-05-04 00:00,12.5,,1.7,200,54,1006.8,,,11,16.3,16.2
108,서울,2021-05-04 01:00,12.2,,.6,250,56,1007,,,11.8,15.9,15.8
108,서울,2021-05-04 02:00,12,,1.2,20,62,1006.3,,,11.1,15.7,15.5
108,서울,2021-05-04 03:00,11.4,,1.7,50,64,1005.3,,,11,15.4,15.2
108,서울,2021-05-04 04:00,11.5,,1.9,50,65,1005.4,,,11.2,15.1,15
108,서울,2021-05-04 05:00,11.8,,2.6,50,66,1004.3,,,11.2,14.9,14.7
108,서울,2021-05-04 06:00,12.4,,2.3,70,63,1003.8,,,11.6,14.8,14.6
108,서울,2021-05-04 07:00,12.6,0,2.2,50,63,1003.8,,01,12,14.8,14.5
108,서울,2021-05-04 08:00,12.5,.2,2.6,50,72,1002.9,,01,12.5,14.8,14.4
108,서울,2021-05-04 09:00,12.7,0,3.1,50,74,1001.9,,01,12.8,14.8,14.3
108,서울,2021-05-04 10:00,12.1,1.3,2.5,50,85,1001.9,,01,13.2,14.8,14.3
108,서울,2021-05-04 11:00,12.7,0,2.9,50,86,1001.1,,01,14.4,14.8,14.3
108,서울,2021-05-04 12:00,13.8,0,2.2,50,82,1001,,01,15.3,15.1,14.4
108,서울,2021-05-04 13:00,15.2,0,2.7,50,77,999.6,,01,17.4,15.5,14.6
108,서울,2021-05-04 14:00,15.3,0,2.6,50,77,998.4,,01,15.8,15.9,14.9
108,서울,2021-05-04 15:00,14.8,3.1,1.6,50,88,998,,1901,15,15.9,15
108,서울,2021-05-04 16:00,14.6,2.7,2.1,50,92,997.2,,1901,15.6,15.8,15.1
108,서울,2021-05-04 17:00,15.3,.6,1.6,50,95,996.2,,1901,16.3,15.9,15.1
108,서울,2021-05-04 18:00,15.5,.1,1.2,50,95,995.3,,1901,15.6,16,15.2
108,서울,2021-05-04 19:00,15.7,.3,1.3,70,94,994.3,,1901,15.3,16,15.3
108,서울,2021-05-04 20:00,15.8,1.5,1.3,360,97,994.4,,1901,15.2,16,15.3
108,서울,2021-05-04 21:00,15.8,3.1,.9,50,98,994.2,,191601,15.2,16,15.3
108,서울,2021-05-04 22:00,14.7,3.2,4.2,290,98,993.8,,191601,14.7,16,15.3
108,서울,2021-05-04 23:00,14.3,2.5,3.6,290,100,994.1,,1901,14.4,15.8,15.2
108,서울,2021-05-05 00:00,13.9,1,2.8,290,97,994.9,,1901,14.1,15.7,15.1
108,서울,2021-05-05 01:00,13.6,.1,1.9,250,91,995.1,,1901,13.7,15.6,15
108,서울,2021-05-05 02:00,13.5,,3.4,270,95,995.4,,,13.5,15.4,14.9
108,서울,2021-05-05 03:00,12.5,,3.2,270,91,996.5,,,12.8,15.3,14.8
108,서울,2021-05-05 04:00,11.8,,3.4,270,91,997.3,,,11.9,15.1,14.7
108,서울,2021-05-05 05:00,10.9,,2.7,250,91,998,,,10.7,14.8,14.5
108,서울,2021-05-05 06:00,10.5,,3.3,250,92,999,,,10.1,14.5,14.3
108,서울,2021-05-05 07:00,10.8,,2.7,230,91,998.9,,,11.4,14.2,14
108,서울,2021-05-05 08:00,12,,3.5,200,87,999.9,,,17,14.3,13.9
108,서울,2021-05-05 09:00,12.7,,3.8,200,83,999.8,,,18.2,14.7,14
108,서울,2021-05-05 10:00,13.8,,4.5,250,72,1000.9,,,22.4,15.2,14.3
108,서울,2021-05-05 11:00,15,,4.4,270,65,1001.7,,,26.2,16.1,14.8
108,서울,2021-05-05 12:00,17,,4.6,230,56,1001.9,,,29.1,17.3,15.5
108,서울,2021-05-05 13:00,17.4,,5.5,250,50,1002,,,29.6,18.6,16.4
108,서울,2021-05-05 14:00,17.9,,5.3,250,46,1002,,,29.4,19.6,17.3
108,서울,2021-05-05 15:00,18,,5.4,250,38,1002.4,,,27.4,20.1,17.9
108,서울,2021-05-05 16:00,18.2,,5.4,230,35,1002.6,,,25.2,20.2,18.3
108,서울,2021-05-05 17:00,17.7,,5.5,250,33,1003.1,,,19.7,20.1,18.5
108,서울,2021-05-05 18:00,16.7,,4.7,230,36,1004,,,16.1,19.7,18.5
108,서울,2021-05-05 19:00,14.9,,3.1,230,44,1004.9,,,14.1,19.1,18.2
108,서울,2021-05-05 20:00,13.7,,2.8,200,44,1005.7,,,12.6,18.3,17.8
108,서울,2021-05-05 21:00,12.8,,2.2,230,51,1007,,,11.8,17.5,17.2
108,서울,2021-05-05 22:00,12.3,,1.7,200,57,1007.7,,,11.2,16.8,16.7
108,서울,2021-05-05 23:00,11.4,,1.1,230,59,1007.9,,,10.7,16.3,16.2
108,서울,2021-05-06 00:00,10.7,,.6,360,68,1008,,,10.1,15.7,15.7
108,서울,2021-05-06 01:00,10.2,,.2,0,69,1008,,,9.7,15.2,15.3
108,서울,2021-05-06 02:00,9.7,,.7,360,69,1007.9,,,9.3,14.8,14.9
108,서울,2021-05-06 03:00,9.3,,1.4,20,72,1007.7,,,9,14.4,14.5
108,서울,2021-05-06 04:00,8.8,,1.6,360,71,1007.9,,,8.6,14.1,14.2
108,서울,2021-05-06 05:00,8.3,,1.8,50,72,1007.9,,,8.2,13.7,13.9
108,서울,2021-05-06 06:00,7.9,,1.9,50,76,1007.9,,,8.2,13.4,13.5
108,서울,2021-05-06 07:00,9,,1.5,70,73,1008.1,,,9.4,13.2,13.3
108,서울,2021-05-06 08:00,11.7,,2.8,50,60,1007.9,,,15,13.3,13.2
108,서울,2021-05-06 09:00,14.4,,2.8,50,49,1007.5,,,19.6,13.9,13.3
108,서울,2021-05-06 10:00,16.6,,2.7,70,39,1006.8,,,22.5,14.7,13.8
108,서울,2021-05-06 11:00,18.4,,1.3,110,38,1006.6,,,23.9,15.8,14.4
108,서울,2021-05-06 12:00,20.4,,3.1,200,33,1006.2,,,27.1,17,15.2
108,서울,2021-05-06 13:00,22.1,,2.6,180,33,1005.2,,,30,18.5,16.2
108,서울,2021-05-06 14:00,22.7,,4,230,36,1004.5,,,29.9,19.8,17.2
108,서울,2021-05-06 15:00,22.2,,4.7,200,41,1003.9,,,25.2,20.4,18.1
108,서울,2021-05-06 16:00,21.6,,5.1,250,36,1004.2,,,24.6,20.6,18.6
108,서울,2021-05-06 17:00,20.2,,4.1,180,29,1003.5,,,20.1,20.3,18.7
108,서울,2021-05-06 18:00,19.8,,3.7,200,29,1003.3,,,17.6,19.9,18.6
108,서울,2021-05-06 19:00,19,,3,230,31,1003,,,15.7,19.3,18.4
108,서울,2021-05-06 20:00,18,,3.6,200,31,1003.3,,,14.1,18.7,18
108,서울,2021-05-06 21:00,17.1,,2.6,180,32,1003.1,,,13.2,18.1,17.6
108,서울,2021-05-06 22:00,16.2,,1.3,110,35,1002.8,,,12.7,17.5,17.1
108,서울,2021-05-06 23:00,14.9,,1.7,20,42,1002,,,12.2,17,16.7
108,서울,2021-05-07 00:00,14.7,,.7,90,39,1001.4,,,11.8,16.5,16.3
108,서울,2021-05-07 01:00,14.3,,.6,360,42,1000.9,,,11.8,16.1,16
108,서울,2021-05-07 02:00,13.6,,1.4,50,44,999.9,,,11.2,15.8,15.7
108,서울,2021-05-07 03:00,13.4,,2.2,50,46,999.2,,,11.8,15.5,15.4
108,서울,2021-05-07 04:00,13.8,,1.3,70,49,998.3,,,12.4,15.4,15.1
108,서울,2021-05-07 05:00,14.5,,1.1,90,46,997.4,,,12.1,15.2,15
108,서울,2021-05-07 06:00,15,,2.3,110,44,995.7,,,11.4,15.2,14.9
108,서울,2021-05-07 07:00,15.6,,1.4,110,48,995.5,,,12.7,15.1,14.7
108,서울,2021-05-07 08:00,16.2,,2.7,160,50,994.5,,,12.9,15.2,14.7
108,서울,2021-05-07 09:00,16.5,,4.4,180,62,993.6,,,13.3,15.3,14.7
108,서울,2021-05-07 10:00,15,8.5,3.3,200,93,993.4,,1901,13.6,15.2,14.7
108,서울,2021-05-07 11:00,14.1,.3,4.9,230,81,994.3,,1901,14.5,15.3,14.7
108,서울,2021-05-07 12:00,15.2,,5.2,200,62,993.7,,42,23.2,15.7,14.8
108,서울,2021-05-07 13:00,16.5,,5.9,230,50,994,,42,25,17,15.5
108,서울,2021-05-07 14:00,16.6,,6.1,230,50,994.1,,42,24.7,18.1,16.3
108,서울,2021-05-07 15:00,16.9,,4.4,230,53,994.5,,42,24.1,18.8,16.9
108,서울,2021-05-07 16:00,16.8,,5,200,55,994.5,,42,22.2,19.1,17.4
108,서울,2021-05-07 17:00,16.3,,4.8,230,57,994.8,,42,18.9,19.2,17.7
108,서울,2021-05-07 18:00,15.4,,3.9,230,63,995.5,,42,16.7,18.9,17.7
108,서울,2021-05-07 19:00,13.7,,6,200,70,996.1,,42,14.6,18.4,17.6
108,서울,2021-05-07 20:00,12.8,,3.9,180,72,996.9,,42,13.3,17.8,17.2
108,서울,2021-05-07 21:00,12.3,,2.5,250,72,997.8,,42,12.6,17.1,16.8
108,서울,2021-05-07 22:00,11.7,,2.5,230,75,997.8,,42,11.9,16.6,16.4
108,서울,2021-05-07 23:00,11.2,,2.7,230,76,997.7,,42,11.3,16.1,16
108,서울,2021-05-08 00:00,10.7,,2.7,200,80,998,,4219,11,15.7,15.6
108,서울,2021-05-08 01:00,10.5,,2.2,180,81,997.8,,4219,10.7,15.3,15.2
108,서울,2021-05-08 02:00,10.2,,.6,160,79,997.4,,4219,10.3,15,14.9
108,서울,2021-05-08 03:00,10,,2.1,180,80,997.1,,4219,10,14.7,14.6
108,서울,2021-05-08 04:00,9.4,,1,140,81,997,,4219,9.6,14.3,14.3
108,서울,2021-05-08 05:00,9.2,,.7,70,83,996.7,,4219,9.3,14,14
108,서울,2021-05-08 06:00,8.9,,1.4,70,84,996.8,,4219,9.3,13.8,13.8
108,서울,2021-05-08 07:00,9.8,,1.9,110,81,996.7,,4219,10.6,13.6,13.5
108,서울,2021-05-08 08:00,11.7,,2.5,70,73,996.2,,4219,14.6,13.8,13.5
108,서울,2021-05-08 09:00,13.8,,1.8,70,65,995.8,,4219,19,14.2,13.6
108,서울,2021-05-08 10:00,15.6,,2.3,180,54,995.3,,42,22.6,15.1,14.1
108,서울,2021-05-08 11:00,17.3,,3.9,200,50,994.7,,42,25.7,16.3,14.8
108,서울,2021-05-08 12:00,18.7,,4.8,230,47,993.6,,42,27,17.6,15.7
108,서울,2021-05-08 13:00,19.6,,6,200,42,992.4,,42,27.9,18.6,16.5
108,서울,2021-05-08 14:00,20.4,,6,230,39,991.9,,42,27.7,19.6,17.3
108,서울,2021-05-08 15:00,20.5,,6.5,200,37,990.7,,42,25.3,20.1,18
108,서울,2021-05-08 16:00,19.6,,8.3,200,43,989.7,,42,21.1,20.2,18.4
108,서울,2021-05-08 17:00,18,,6.1,230,53,989.9,,42,18.3,19.8,18.4
108,서울,2021-05-08 18:00,16.4,,5.6,230,65,990.6,,42,16.6,19.2,18.2
108,서울,2021-05-08 19:00,15.1,,4.6,250,72,991.3,,42,16,18.7,17.9
108,서울,2021-05-08 20:00,14.1,,2.5,250,77,992.7,,42,14.4,18.2,17.6
108,서울,2021-05-08 21:00,13.4,,2.6,250,83,993.9,,4219,13.4,17.7,17.2
108,서울,2021-05-08 22:00,13.2,,2.6,250,80,994.9,,4219,12.7,17.1,16.8
